City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,Mookane,-23.688,26.6595,62.49,91,97,5.75,BW,2022-04-18 02:23:24
273,Wadena,46.4425,-95.1361,33.55,93,100,14.97,US,2022-04-18 02:23:24
274,Nsanje,-16.92,35.262,70.02,99,19,2.55,MW,2022-04-18 02:23:24
275,Manbij,36.5281,37.9549,59.77,34,100,10.13,SY,2022-04-18 02:23:25
276,Chinsali,-10.5414,32.0816,60.91,97,86,5.93,ZM,2022-04-18 02:23:25
277,Vila,42.0304,-8.1588,42.69,84,1,5.48,PT,2022-04-18 02:23:25
278,Watertown,42.3709,-71.1828,44.62,51,0,17.27,US,2022-04-18 02:19:54
279,Avera,33.194,-82.5271,71.11,81,99,2.19,US,2022-04-18 02:21:51
280,Mazagao,-0.115,-51.2894,77.05,97,100,2.84,BR,2022-04-18 02:23:26
281,Belaya Gora,68.5333,146.4167,19.45,84,99,3.11,RU,2022-04-18 02:23:26
282,Oktyabrskiy,54.4815,53.471,41.61,87,99,5.68,RU,2022-04-18 02:23:27
283,Hailakandi,24.6833,92.5667,76.32,79,60,3.85,IN,2022-04-18 02:23:27
284,Touros,-5.1989,-35.4608,79.34,81,99,8.61,BR,2022-04-18 02:23:27
285,Hofn,64.2539,-15.2082,44.17,72,7,8.81,IS,2022-04-18 02:20:28
286,San Patricio,28.017,-97.5169,77.18,85,51,7.54,US,2022-04-18 02:23:28
287,Kruisfontein,-34.0033,24.7314,59.88,87,100,4.85,ZA,2022-04-18 02:23:28
288,Raudeberg,61.9875,5.1352,45.86,78,100,9.08,NO,2022-04-18 02:23:28
289,Akom,2.6678,12.7109,66.9,97,100,1.77,CM,2022-04-18 02:23:29
290,Tuatapere,-46.1333,167.6833,62.62,55,72,1.19,NZ,2022-04-18 02:23:29
291,Nazarovo,56.0064,90.3914,42.75,85,100,9.6,RU,2022-04-18 02:23:30
292,Katsuura,35.1333,140.3,62.49,69,100,11.27,JP,2022-04-18 02:23:30
293,Tandalti,13.0167,31.8667,88.23,31,99,4.16,SD,2022-04-18 02:23:30
294,Jacareacanga,-6.2222,-57.7528,72.81,99,100,1.1,BR,2022-04-18 02:23:30
295,Walvis Bay,-22.9575,14.5053,52.75,93,8,4.61,NA,2022-04-18 02:23:31
296,San Cristobal,7.7669,-72.225,68.18,96,99,3.13,VE,2022-04-18 02:23:31
297,Kununurra,-15.7667,128.7333,91.38,62,0,5.75,AU,2022-04-18 02:23:31
298,Kavaratti,10.5669,72.642,83.35,71,83,2.68,IN,2022-04-18 02:20:56
299,Hartiesti,45.1167,25.1,36.9,83,100,4.85,RO,2022-04-18 02:23:32
300,Berlevag,70.8578,29.0864,40.8,94,100,13.73,NO,2022-04-18 02:23:32
301,Praia Da Vitoria,38.7333,-27.0667,57.45,82,40,15.5,PT,2022-04-18 02:23:32
302,Nouadhibou,20.931,-17.0347,64.38,94,40,5.75,MR,2022-04-18 02:23:33
303,Anadyr,64.75,177.4833,32.5,86,75,20.13,RU,2022-04-18 02:23:33
304,Comodoro Rivadavia,-45.8667,-67.5,62.46,48,0,6.91,AR,2022-04-18 02:21:35
305,Achim,53.0112,9.033,42.51,56,0,5.75,DE,2022-04-18 02:23:34
306,Puerto El Triunfo,13.2833,-88.55,82.27,74,84,6.06,SV,2022-04-18 02:23:34
307,Ucluelet,48.9329,-125.5528,49.08,72,100,3.0,CA,2022-04-18 02:23:34
308,Port-Gentil,-0.7193,8.7815,79.84,84,100,7.14,GA,2022-04-18 02:23:34
309,Sungaipenuh,-2.0833,101.3833,70.32,90,100,0.11,ID,2022-04-18 02:23:35
310,Roquetas De Mar,36.7642,-2.6148,63.61,78,98,4.21,ES,2022-04-18 02:23:35
311,Erenhot,43.6475,111.9767,51.06,21,0,7.47,CN,2022-04-18 02:23:35
312,Lanzhou,36.0564,103.7922,48.58,29,3,3.74,CN,2022-04-18 02:23:36
313,Newport,51.5877,-2.9984,49.68,86,39,7.56,GB,2022-04-18 02:23:36
314,Cidreira,-30.1811,-50.2056,67.77,73,81,11.56,BR,2022-04-18 02:23:00
315,Hambantota,6.1241,81.1185,80.94,100,20,3.44,LK,2022-04-18 02:23:36
316,Beloha,-25.1667,45.05,72.28,92,100,9.13,MG,2022-04-18 02:24:37
317,Prince Rupert,54.3161,-130.3201,46.49,66,0,12.66,CA,2022-04-18 02:24:37
318,Buzmeyin,38.0507,58.2056,51.53,100,100,9.22,TM,2022-04-18 02:24:37
319,Tambo,-14.8,-73.9167,37.06,62,18,4.0,PE,2022-04-18 02:24:38
320,Rosarito,32.3333,-117.0333,67.41,68,0,11.56,MX,2022-04-18 02:24:38
321,Shirokiy,49.758,129.523,45.46,43,9,7.83,RU,2022-04-18 02:24:38
322,San Quintin,30.4833,-115.95,60.67,80,3,17.65,MX,2022-04-18 02:24:39
323,Zhangye,38.9342,100.4517,51.84,23,0,6.24,CN,2022-04-18 02:24:39
324,Grindavik,63.8424,-22.4338,39.67,70,20,6.91,IS,2022-04-18 02:23:11
325,North Chicago,42.3256,-87.8412,37.89,79,0,5.99,US,2022-04-18 02:24:39
326,Baloda Bazar,21.6667,82.1667,89.76,19,0,8.57,IN,2022-04-18 02:24:40
327,Sioux Lookout,50.1001,-91.917,24.87,86,75,2.3,CA,2022-04-18 02:24:40
328,Nanlong,31.3533,106.0631,59.94,77,100,5.59,CN,2022-04-18 02:24:41
329,Tricase,39.9304,18.3553,49.35,86,100,23.42,IT,2022-04-18 02:24:41
330,Pisco,-13.7,-76.2167,65.01,77,0,12.66,PE,2022-04-18 02:24:41
331,Srednekolymsk,67.45,153.6833,22.59,87,99,6.69,RU,2022-04-18 02:24:42
332,Bathsheba,13.2167,-59.5167,79.41,78,40,19.57,BB,2022-04-18 02:24:42
333,Iqaluit,63.7506,-68.5145,-9.67,77,20,10.36,CA,2022-04-18 02:24:42
334,Bumba,2.1833,22.4667,71.71,95,99,1.07,CD,2022-04-18 02:24:42
335,Cayenne,4.9333,-52.3333,81.09,1,20,5.01,GF,2022-04-18 02:24:43
336,Vostok,46.4856,135.8833,38.77,51,99,9.57,RU,2022-04-18 02:24:43
337,Bjelovar,45.8986,16.8489,34.47,79,8,4.14,HR,2022-04-18 02:24:44
338,Cairns,-16.9167,145.7667,88.07,72,75,10.36,AU,2022-04-18 02:21:23
339,Luba,3.4568,8.5547,75.09,83,100,4.61,GQ,2022-04-18 02:24:44
340,Imbituba,-28.24,-48.6703,68.86,73,38,0.58,BR,2022-04-18 02:24:44
341,Olafsvik,64.8945,-23.7142,42.06,70,100,10.83,IS,2022-04-18 02:24:45
342,Le Port,-20.9373,55.2919,75.16,90,7,2.89,RE,2022-04-18 02:24:45
343,Poum,-20.2333,164.0167,76.01,75,100,2.73,NC,2022-04-18 02:24:45
344,Sao Filipe,14.8961,-24.4956,70.81,78,23,4.74,CV,2022-04-18 02:24:46
345,Palmer,42.1584,-72.3287,40.37,72,20,6.91,US,2022-04-18 02:22:16
346,Bonavista,48.6499,-53.1147,40.59,99,100,14.7,CA,2022-04-18 02:24:46
347,Otavi,-19.65,17.3333,66.79,71,91,3.83,NA,2022-04-18 02:24:46
348,Durban,-29.8579,31.0292,63.91,95,100,1.99,ZA,2022-04-18 02:24:47
349,Dharchula,29.85,80.5333,75.67,22,10,0.47,IN,2022-04-18 02:24:47
350,Kaeo,-35.1,173.7833,69.33,98,100,15.95,NZ,2022-04-18 02:24:47
351,Geraldton,-28.7667,114.6,72.01,43,0,19.57,AU,2022-04-18 02:21:28
352,Cosala,24.4125,-106.6908,79.27,22,64,1.41,MX,2022-04-18 02:24:48
353,Paita,-5.0892,-81.1144,68.97,76,49,16.02,PE,2022-04-18 02:24:48
354,Kholm,59.2667,32.85,30.51,96,100,2.1,RU,2022-04-18 02:24:48
355,Deming,32.2687,-107.7586,75.09,4,0,4.61,US,2022-04-18 02:24:49
356,Labytnangi,66.6572,66.4183,20.95,90,100,6.6,RU,2022-04-18 02:24:49
357,Moose Factory,51.2585,-80.6094,17.58,79,0,4.61,CA,2022-04-18 02:24:49
358,Puerto Carreno,6.189,-67.4859,78.31,86,30,4.76,CO,2022-04-18 02:24:50
359,Vila Franca Do Campo,37.7167,-25.4333,57.61,73,88,12.3,PT,2022-04-18 02:24:50
360,Synya,65.3718,58.0387,25.99,95,100,7.11,RU,2022-04-18 02:24:51
361,Tutoia,-2.7619,-42.2744,77.61,89,100,6.17,BR,2022-04-18 02:22:16
362,Puerto Escondido,15.85,-97.0667,83.23,69,0,6.91,MX,2022-04-18 02:25:51
363,Erzin,36.9559,36.2,66.72,31,99,11.23,TR,2022-04-18 02:25:51
364,Dovolnoye,54.4958,79.6671,41.54,71,100,8.48,RU,2022-04-18 02:25:52
365,Pozo Colorado,-23.4923,-58.7972,63.5,66,5,3.04,PY,2022-04-18 02:25:52
366,Villarrica,-25.75,-56.4333,59.09,93,6,4.16,PY,2022-04-18 02:25:52
367,Razdolinsk,58.4211,94.6658,34.88,78,97,11.59,RU,2022-04-18 02:21:19
368,Matara,5.9485,80.5353,82.02,77,100,6.53,LK,2022-04-18 02:25:53
369,Kaspiyskiy,45.3929,47.3707,52.56,77,43,13.96,RU,2022-04-18 02:25:53
370,Aksha,50.2814,113.2867,60.53,25,100,15.14,RU,2022-04-18 02:25:54
371,Campbell River,50.0163,-125.2446,49.44,43,75,10.36,CA,2022-04-18 02:23:37
372,Rocha,-34.4833,-54.3333,56.37,93,100,3.31,UY,2022-04-18 02:25:54
373,Ustrzyki Dolne,49.4304,22.5938,29.12,100,63,2.66,PL,2022-04-18 02:25:54
374,Werda,-25.2667,23.2833,60.94,82,0,3.24,BW,2022-04-18 02:25:55
375,Mahebourg,-20.4081,57.7,76.24,94,75,1.14,MU,2022-04-18 02:25:55
376,Puerto Narino,-3.7703,-70.3831,74.07,98,99,1.12,CO,2022-04-18 02:25:55
377,Benito Juarez,19.385,-99.165,80.01,23,40,9.22,MX,2022-04-18 02:25:56
378,Murgab,37.4966,61.9714,53.47,94,100,13.8,TM,2022-04-18 02:25:56
379,Uruzgan,32.8333,66.0,62.73,51,95,7.4,AF,2022-04-18 02:25:56
380,Ada,43.4166,-116.1262,54.75,30,20,5.75,US,2022-04-18 02:25:57
381,Altea,38.5989,-0.0514,61.65,72,98,1.81,ES,2022-04-18 02:25:57
382,Adamovka,51.5223,59.9396,45.99,76,28,5.48,RU,2022-04-18 02:25:57
383,Repatriacion,-25.5333,-55.95,57.99,91,12,3.53,PY,2022-04-18 02:25:58
384,Asau,46.4333,26.4,31.28,85,70,5.06,RO,2022-04-18 02:25:58
385,Lincoln,40.8,-96.667,40.17,80,0,12.66,US,2022-04-18 02:25:03
386,Kortkeros,61.8106,51.5806,30.2,88,58,5.46,RU,2022-04-18 02:25:58
387,Filingue,14.3521,3.3168,84.27,11,100,7.72,NE,2022-04-18 02:25:59
388,Ardakan,32.31,54.0175,56.61,31,48,13.13,IR,2022-04-18 02:25:59
389,Avanigadda,16.0215,80.9181,85.57,71,90,5.12,IN,2022-04-18 02:25:59
390,Quatre Cocos,-20.2078,57.7625,76.08,86,40,10.56,MU,2022-04-18 02:23:10
391,Zhangjiakou,40.81,114.8794,57.0,22,0,4.12,CN,2022-04-18 02:26:00
392,Havre,49.5833,0.3333,49.77,93,100,10.36,FR,2022-04-18 02:26:00
393,Kitob,39.0843,66.8332,64.71,56,100,1.81,UZ,2022-04-18 02:26:00
394,Along,28.1667,94.7667,67.86,83,94,0.67,IN,2022-04-18 02:26:01
395,Mora,11.0461,14.1401,86.56,44,92,4.63,CM,2022-04-18 02:26:01
396,Dalbandin,28.8947,64.4101,75.87,26,3,5.08,PK,2022-04-18 02:26:02
397,Ixtapa,20.7,-105.2,78.22,78,40,10.36,MX,2022-04-18 02:26:02
398,Mantamados,39.3117,26.3339,49.08,91,100,14.54,GR,2022-04-18 02:26:02
399,Aripuana,-9.1667,-60.6333,72.45,99,75,1.95,BR,2022-04-18 02:26:03
400,Parabel,58.6978,81.4825,28.72,69,38,10.11,RU,2022-04-18 02:26:03
401,Pangai,-19.8,-174.35,84.31,70,75,6.91,TO,2022-04-18 02:26:04
402,Chumikan,54.7183,135.315,32.86,83,7,10.92,RU,2022-04-18 02:26:04
403,Porgera,-5.4667,143.2,56.1,69,99,4.09,PG,2022-04-18 02:26:04
404,Padang,-0.9492,100.3543,75.25,84,100,2.59,ID,2022-04-18 02:26:05
405,Samarinda,-0.5,117.15,88.43,59,56,4.52,ID,2022-04-18 02:26:05
406,Shieli,44.1667,66.75,63.64,53,92,13.53,KZ,2022-04-18 02:27:06
407,Mizan Teferi,6.9833,35.5833,62.29,95,100,3.27,ET,2022-04-18 02:27:06
408,Acapulco,16.8634,-99.8901,80.42,74,0,8.05,MX,2022-04-18 02:27:06
409,Adrar,20.5022,-10.0711,74.91,15,73,12.55,MR,2022-04-18 02:27:07
410,Naze,28.3667,129.4833,68.92,59,41,8.57,JP,2022-04-18 02:27:07
411,Mayo,38.8876,-76.5119,49.95,45,0,10.36,US,2022-04-18 02:27:08
412,Bambanglipuro,-7.95,110.2833,85.35,70,77,2.59,ID,2022-04-18 02:27:08
413,Soyo,-6.1349,12.3689,78.37,92,100,6.73,AO,2022-04-18 02:27:09
414,Henties Bay,-22.116,14.2845,61.68,77,7,1.41,NA,2022-04-18 02:27:09
415,Tauranga,-37.6861,176.1667,65.95,79,100,1.99,NZ,2022-04-18 02:27:09
416,Santa Rosa,14.3122,121.1114,89.58,64,53,14.38,PH,2022-04-18 02:27:10
417,Serenje,-13.2325,30.2352,59.77,97,19,6.58,ZM,2022-04-18 02:27:10
418,Pemangkat,1.1667,108.9667,84.65,73,28,8.25,ID,2022-04-18 02:27:11
419,Umm Lajj,25.0213,37.2685,84.7,20,100,8.95,SA,2022-04-18 02:27:11
420,Sangat,10.136,123.6896,86.0,72,84,10.87,PH,2022-04-18 02:27:11
421,Havre-Saint-Pierre,50.2334,-63.5986,39.2,93,100,16.11,CA,2022-04-18 02:27:11
422,Alofi,-19.0595,-169.9187,85.89,66,99,11.5,NU,2022-04-18 02:27:12
423,Alice Springs,-23.7,133.8833,81.95,30,1,12.66,AU,2022-04-18 02:24:07
424,Marrakesh,31.6315,-8.0083,68.07,42,0,3.44,MA,2022-04-18 02:27:12
425,Tamiahua,21.2667,-97.45,76.1,95,9,9.13,MX,2022-04-18 02:27:13
426,Fortuna,40.5982,-124.1573,55.92,58,0,5.75,US,2022-04-18 02:27:13
427,Terenos,-20.4422,-54.8603,67.71,68,0,6.91,BR,2022-04-18 02:27:13
428,Anito,12.4497,125.2886,83.19,67,97,8.23,PH,2022-04-18 02:27:14
429,Sao Joao Da Barra,-21.6403,-41.0511,68.94,78,0,10.58,BR,2022-04-18 02:27:14
430,San Lawrenz,36.0553,14.204,55.85,83,55,5.01,MT,2022-04-18 02:27:14
431,Edd,13.9297,41.6925,82.08,66,0,5.79,ER,2022-04-18 02:27:15
432,Bereda,43.2686,-7.5406,51.42,97,100,4.54,ES,2022-04-18 02:27:15
433,Altamira,-3.2033,-52.2064,72.27,99,100,1.79,BR,2022-04-18 02:27:15
434,Sorland,67.667,12.6934,42.06,93,100,19.1,NO,2022-04-18 02:27:16
435,Daru,-9.0763,143.2092,86.94,64,78,3.83,PG,2022-04-18 02:27:16
436,Nedryhayliv,50.834,33.8763,36.01,96,100,5.93,UA,2022-04-18 02:27:17
437,Ormara,25.2088,64.6357,79.93,86,5,3.78,PK,2022-04-18 02:27:17
438,Ravar,31.2656,56.8055,59.9,41,56,8.41,IR,2022-04-18 02:27:17
439,Panaba,21.2833,-88.2667,76.69,76,0,12.97,MX,2022-04-18 02:27:18
440,Petropavlovka,50.6114,105.3196,56.03,31,29,4.27,RU,2022-04-18 02:27:18
441,Mangrol,21.1167,70.1167,79.66,69,0,7.23,IN,2022-04-18 02:25:14
442,Flin Flon,54.7682,-101.865,24.44,91,100,2.1,CA,2022-04-18 02:27:19
443,Coquimbo,-29.9533,-71.3436,55.13,94,100,8.05,CL,2022-04-18 02:27:19
444,Champerico,14.3,-91.9167,84.13,68,90,8.03,GT,2022-04-18 02:27:19
445,Gat,31.61,34.7642,86.77,16,28,20.13,IL,2022-04-18 02:27:20
446,Narsaq,60.9167,-46.05,32.22,90,54,0.56,GL,2022-04-18 02:27:20
447,Pleasanton,37.6624,-121.8747,62.33,58,0,8.05,US,2022-04-18 02:27:21
448,Tukrah,32.5341,20.5791,58.3,88,20,13.02,LY,2022-04-18 02:27:21
449,Rundu,-17.9333,19.7667,63.39,95,54,3.96,NA,2022-04-18 02:27:21
450,Oriximina,-1.7656,-55.8661,74.55,97,100,2.01,BR,2022-04-18 02:27:22
451,Agadez,19.75,10.25,74.62,18,100,10.16,NE,2022-04-18 02:28:22
452,Dubti,11.7361,41.0853,84.67,35,25,5.77,ET,2022-04-18 02:28:22
453,Treinta Y Tres,-33.2333,-54.3833,56.77,92,100,6.71,UY,2022-04-18 02:28:23
454,Mizdah,31.4451,12.9801,56.17,55,5,6.29,LY,2022-04-18 02:28:23
455,Hella,67.2,14.4333,42.94,84,100,11.5,NO,2022-04-18 02:28:23
456,Ciudad Bolivar,8.1222,-63.5497,83.93,55,39,14.14,VE,2022-04-18 02:28:24
457,Chulym,55.0997,80.9572,39.69,78,58,7.23,RU,2022-04-18 02:28:24
458,Samarai,-10.6167,150.6667,81.66,81,100,10.54,PG,2022-04-18 02:28:24
459,Nkhotakota,-12.9274,34.2961,71.82,86,15,7.83,MW,2022-04-18 02:28:25
460,Bien Hoa,10.95,106.8167,87.78,59,33,5.88,VN,2022-04-18 02:28:25
461,Clarence Town,-32.5833,151.7833,79.95,54,22,2.04,AU,2022-04-18 02:28:25
462,Vucje,42.8653,21.9114,37.33,98,100,5.59,RS,2022-04-18 02:28:26
463,Senhor Do Bonfim,-10.4614,-40.1894,69.28,96,95,7.92,BR,2022-04-18 02:28:26
464,Kutum,14.2,24.6667,76.71,16,67,2.01,SD,2022-04-18 02:28:26
465,Meulaboh,4.1363,96.1285,81.43,81,100,2.33,ID,2022-04-18 02:28:27
466,Axim,4.8699,-2.2405,78.67,87,100,6.69,GH,2022-04-18 02:28:27
467,Hamilton,39.1834,-84.5333,46.24,56,0,5.75,US,2022-04-18 02:25:30
468,Half Moon Bay,37.4636,-122.4286,60.58,68,0,19.57,US,2022-04-18 02:28:27
469,Mount Gambier,-37.8333,140.7667,58.91,88,100,10.36,AU,2022-04-18 02:26:17
470,Kisesa,-3.0833,34.15,61.86,93,99,7.09,TZ,2022-04-18 02:28:28
471,Shilovo,54.3204,40.874,32.27,96,100,7.78,RU,2022-04-18 02:28:28
472,Ambon,-3.6954,128.1814,89.74,66,40,8.05,ID,2022-04-18 02:28:28
473,Blind River,46.1834,-82.9582,30.31,79,5,2.35,CA,2022-04-18 02:28:29
474,Provideniya,64.3833,-173.3,32.36,86,100,20.13,RU,2022-04-18 02:25:56
475,Los Llanos De Aridane,28.6585,-17.9182,73.15,36,100,13.8,ES,2022-04-18 02:28:29
476,Nizhniy Baskunchak,48.2198,46.8311,53.53,67,94,7.65,RU,2022-04-18 02:28:29
477,Turukhansk,65.8167,87.9833,8.71,90,100,10.22,RU,2022-04-18 02:28:30
478,Itoman,26.1247,127.6694,74.17,62,40,8.05,JP,2022-04-18 02:28:30
479,Buraydah,26.326,43.975,68.45,18,10,8.97,SA,2022-04-18 02:28:30
480,Manuk Mangkaw,4.8,119.85,82.45,75,72,6.82,PH,2022-04-18 02:28:31
481,Maloy,61.9353,5.1136,46.72,78,100,9.42,NO,2022-04-18 02:28:31
482,Hobyo,5.3505,48.5268,82.8,78,100,14.07,SO,2022-04-18 02:28:31
483,Ancud,-41.8697,-73.8203,56.23,89,87,6.58,CL,2022-04-18 02:28:32
484,Sibolga,1.7427,98.7792,75.58,95,100,4.61,ID,2022-04-18 02:28:32
485,Tilichiki,60.4667,166.1,24.57,79,43,6.96,RU,2022-04-18 02:28:32
486,Mahajanga,-15.7167,46.3167,73.42,88,20,4.61,MG,2022-04-18 02:28:33
487,Gravdal,68.1214,13.5031,41.97,88,100,16.2,NO,2022-04-18 02:28:33
488,Ust-Nera,64.5667,143.2,20.77,82,100,4.72,RU,2022-04-18 02:28:33
489,Napier,-39.4833,176.9167,63.28,75,100,1.99,NZ,2022-04-18 02:28:34
490,Ayr,55.4627,-4.6339,50.31,81,40,10.36,GB,2022-04-18 02:27:14
491,Tres Arroyos,-38.3739,-60.2798,57.88,70,100,8.46,AR,2022-04-18 02:28:34
492,Seoul,37.5683,126.9778,62.2,35,75,8.05,KR,2022-04-18 02:28:34
493,Sistranda,63.7256,8.834,46.36,81,95,7.43,NO,2022-04-18 02:28:35
494,Yumen,40.2833,97.2,50.31,21,0,8.75,CN,2022-04-18 02:28:35
495,Killybegs,54.6333,-8.45,45.7,78,74,14.27,IE,2022-04-18 02:28:35
496,Isabela,6.7085,121.9711,86.05,75,100,9.48,PH,2022-04-18 02:28:36
497,Port Lincoln,-34.7333,135.8667,61.95,67,100,8.55,AU,2022-04-18 02:28:36
498,Cumana,10.4635,-64.1775,78.31,82,99,12.37,VE,2022-04-18 02:28:36
499,Susanville,40.4163,-120.653,54.91,34,6,7.0,US,2022-04-18 02:28:37
500,Roma,43.2128,-75.4557,35.74,65,0,1.01,US,2022-04-18 02:29:10
501,Bayanday,53.0661,105.5139,54.46,54,55,6.49,RU,2022-04-18 02:29:37
502,Dali,25.7,100.1833,58.53,69,85,4.12,CN,2022-04-18 02:29:37
503,Leh,34.1667,77.5833,37.38,44,2,1.3,IN,2022-04-18 02:29:38
504,Saint-Georges,12.0564,-61.7485,80.28,78,20,13.8,GD,2022-04-18 02:29:38
505,A Coruna,43.3713,-8.396,56.12,88,75,8.99,ES,2022-04-18 02:29:38
506,Beira,-19.8436,34.8389,70.41,94,90,10.38,MZ,2022-04-18 02:29:39
507,Tara,56.8944,74.371,33.93,73,61,2.08,RU,2022-04-18 02:29:39
508,Aiken,33.5835,-81.5998,71.11,87,100,12.66,US,2022-04-18 02:29:18
509,Gizo,-8.103,156.8419,84.47,69,50,8.63,SB,2022-04-18 02:25:50
510,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.79,38,75,15.66,RU,2022-04-18 02:29:40
511,La Ronge,55.1001,-105.2842,32.25,51,40,2.3,CA,2022-04-18 02:26:59
512,Angoram,-4.0625,144.0661,91.72,54,25,1.81,PG,2022-04-18 02:29:04
513,Kuvandyk,51.4781,57.3552,46.74,62,48,1.12,RU,2022-04-18 02:29:40
514,Palana,59.1167,159.9667,24.64,84,100,7.72,RU,2022-04-18 02:29:40
515,Ampanihy,-24.7,44.75,70.81,94,96,5.17,MG,2022-04-18 02:29:41
516,Kulhudhuffushi,6.6221,73.07,83.66,75,99,7.49,MV,2022-04-18 02:29:41
517,Sabya,17.1495,42.6254,80.22,71,6,3.6,SA,2022-04-18 02:29:41
518,Kanata,45.3159,-75.8985,39.24,60,0,6.91,CA,2022-04-18 02:29:42
519,Okhotsk,59.3833,143.3,26.44,78,99,1.95,RU,2022-04-18 02:29:42
520,Tiznit,29.5833,-9.5,71.67,23,100,1.95,MA,2022-04-18 02:29:42
521,Bilma,18.6853,12.9164,77.4,15,8,8.12,NE,2022-04-18 02:29:43
522,Golden,39.7555,-105.2211,54.5,49,40,14.97,US,2022-04-18 02:27:30
523,Sambava,-14.2667,50.1667,74.23,86,100,9.33,MG,2022-04-18 02:29:43
524,Faya,18.3851,42.4509,62.71,38,17,2.91,SA,2022-04-18 02:27:22
525,Mardin,37.3131,40.7436,47.46,54,0,6.91,TR,2022-04-18 02:29:44
526,Vestmannaeyjar,63.4427,-20.2734,42.17,71,11,7.92,IS,2022-04-18 02:29:44
527,Coihaique,-45.5752,-72.0662,52.41,71,100,6.91,CL,2022-04-18 02:29:44
528,Viedma,-40.8135,-62.9967,58.53,72,0,10.78,AR,2022-04-18 02:29:45
529,Kuytun,54.3419,101.5036,55.22,53,100,7.54,RU,2022-04-18 02:29:45
530,Tortoli,39.9256,9.6572,49.82,53,0,16.11,IT,2022-04-18 02:29:45
531,Aleksandrow Lodzki,51.8196,19.3038,37.17,73,0,1.14,PL,2022-04-18 02:29:45
532,San Ignacio,17.1561,-89.0714,84.34,70,20,0.0,BZ,2022-04-18 02:29:46
533,Posse,-14.0931,-46.3694,71.53,76,96,8.41,BR,2022-04-18 02:29:46
534,Kudahuvadhoo,2.6708,72.8944,84.07,65,30,11.39,MV,2022-04-18 02:29:46
535,Warwick,41.7001,-71.4162,43.9,56,0,8.05,US,2022-04-18 02:29:47
536,Brigantine,39.4101,-74.3646,47.01,54,0,3.44,US,2022-04-18 02:29:47
537,Basseterre,17.2948,-62.7261,79.18,88,100,23.24,KN,2022-04-18 02:29:47
538,Sarkikaraagac,38.0794,31.3664,56.86,37,1,18.95,TR,2022-04-18 02:29:48
539,Nioro,13.35,-15.75,74.95,43,2,9.91,GM,2022-04-18 02:29:48
540,Tessalit,20.1986,1.0114,70.29,23,0,9.8,ML,2022-04-18 02:29:48
541,Bardiyah,31.7561,25.0865,59.07,86,36,10.94,LY,2022-04-18 02:29:49
542,Batemans Bay,-35.7167,150.1833,70.11,43,100,1.66,AU,2022-04-18 02:29:49
543,Darlowo,54.421,16.4107,36.99,63,32,5.97,PL,2022-04-18 02:29:49
544,Bichena,10.45,38.2,57.56,66,40,0.2,ET,2022-04-18 02:29:50
545,College,64.8569,-147.8028,41.22,28,20,8.05,US,2022-04-18 02:30:50
546,Portland,45.5234,-122.6762,56.08,49,100,9.22,US,2022-04-18 02:30:43
